Axial Compression Test-Jun-21-2024-03-08-46-PM.log,,,,,
,,,,,
System Information:,,,,,
IntelliMESUR Version: 2.2.1,,,,,
Test Frame Model: F505,,,,,
Test Frame Serial Number: 4418651,,,,,
Test Frame Capacity: 500 lbF / 2.2 kN,,,,,
Test Frame Firmware Version: 1.00.14,,,,,
Force Sensor Model: FS05-100,,,,,
Force Sensor Capacity: 500 N,,,,,
Force Sensor Resolution: 0.2 N,,,,,
Force Sensor Serial Number: 4425350,,,,,
"Calibration Date: Apr 29, 2024",,,,,
"Calibration Due Date: Apr 29, 2025",,,,,
,,,,,
Reading,Load [N],Distance [mm],Time [s],Stress [MPa],Strain [%]
2631,0,-18.08,10.52,0,977.5
2632,0,-18.09,10.524,0,978
2633,-0.2,-18.09,10.528,-0.1,978
2634,0.2,-18.1,10.532,0.1,978.5
2635,0,-18.11,10.536,0,979
2636,-0.2,-18.11,10.54,-0.1,979
2637,0,-18.12,10.544,0,979.5
2638,0,-18.13,10.548,0,980
2639,0.2,-18.13,10.552,0.1,980
2640,-0.2,-18.14,10.556,-0.1,980.5
2641,0,-18.15,10.56,0,981
2642,0,-18.16,10.564,0,981.5
2643,0,-18.16,10.568,0,981.5
2644,0,-18.17,10.572,0,982
2645,0,-18.18,10.576,0,982.5
2646,-0.4,-18.18,10.58,-0.2,982.5
2647,-0.2,-18.19,10.584,-0.1,983
2648,0,-18.2,10.588,0,984
2649,0,-18.2,10.592,0,984
2650,0.2,-18.21,10.596,0.1,984.5
2651,0,-18.22,10.6,0,985
2652,0,-18.23,10.604,0,985.5
2653,0,-18.23,10.608,0,985.5
2654,0,-18.24,10.612,0,986
2655,0.2,-18.25,10.616,0.1,986.5
2656,0,-18.25,10.62,0,986.5
2657,0,-18.26,10.624,0,987
2658,0,-18.27,10.628,0,987.5
2659,0,-18.27,10.632,0,987.5
2660,0.2,-18.28,10.636,0.1,988
2661,-0.2,-18.29,10.64,-0.1,988.5
2662,0,-18.3,10.644,0,989
2663,0.2,-18.3,10.648,0.1,989
2664,0,-18.31,10.652,0,989.5
2665,0,-18.32,10.656,0,990.5
2666,0,-18.32,10.66,0,990.5
2667,0,-18.33,10.664,0,991
2668,0.2,-18.34,10.668,0.1,991.5
2669,0,-18.35,10.672,0,992
2670,0,-18.35,10.676,0,992
2671,-0.2,-18.36,10.68,-0.1,992.5
2672,-0.2,-18.37,10.684,-0.1,993
2673,0,-18.37,10.688,0,993
2674,-0.2,-18.38,10.692,-0.1,993.5
2675,-0.2,-18.39,10.696,-0.1,994
2676,-0.2,-18.39,10.7,-0.1,994
2677,-0.4,-18.4,10.704,-0.2,994.5
2678,-0.2,-18.41,10.708,-0.1,995
2679,0.2,-18.42,10.712,0.1,995.5
2680,-0.2,-18.42,10.716,-0.1,995.5
2681,-0.2,-18.43,10.72,-0.1,996
2682,0,-18.44,10.724,0,997
2683,0,-18.44,10.728,0,997
2684,-0.2,-18.45,10.732,-0.1,997.5
2685,0,-18.46,10.736,0,998
2686,0,-18.46,10.74,0,998
2687,0,-18.47,10.744,0,998.5
2688,-0.2,-18.48,10.748,-0.1,999
2689,0,-18.49,10.752,0,999.5
2690,-0.2,-18.49,10.756,-0.1,999.5
2691,-0.2,-18.5,10.76,-0.1,1000
2692,0.2,-18.51,10.764,0.1,1000.5
2693,0,-18.51,10.768,0,1000.5
2694,0,-18.52,10.772,0,1001
2695,-0.2,-18.53,10.776,-0.1,1001.5
2696,0,-18.54,10.78,0,1002
2697,0.2,-18.54,10.784,0.1,1002
2698,0.2,-18.55,10.788,0.1,1002.5
2699,0,-18.56,10.792,0,1003
2700,0,-18.56,10.796,0,1003
2701,0.2,-18.57,10.8,0.1,1004
2702,0.2,-18.58,10.804,0.1,1004.5
2703,0,-18.58,10.808,0,1004.5
2704,0,-18.59,10.812,0,1005
2705,0,-18.6,10.816,0,1005.5
2706,0,-18.61,10.82,0,1006
2707,-0.2,-18.61,10.824,-0.1,1006
2708,-0.2,-18.62,10.828,-0.1,1006.5
2709,0,-18.63,10.832,0,1007
2710,0,-18.63,10.836,0,1007
2711,0,-18.64,10.84,0,1007.5
2712,0,-18.65,10.844,0,1008
2713,0.2,-18.65,10.848,0.1,1008
2714,0,-18.66,10.852,0,1008.5
2715,0,-18.67,10.856,0,1009
2716,0,-18.68,10.86,0,1009.5
2717,-0.4,-18.68,10.864,-0.2,1009.5
2718,-0.4,-18.69,10.868,-0.2,1010.5
2719,0,-18.7,10.872,0,1011
2720,-0.2,-18.7,10.876,-0.1,1011
2721,0,-18.71,10.88,0,1011.5
2722,0,-18.72,10.884,0,1012
2723,0.2,-18.72,10.888,0.1,1012
2724,0.2,-18.73,10.892,0.1,1012.5
2725,-0.2,-18.74,10.896,-0.1,1013
2726,0,-18.75,10.9,0,1013.5
2727,-0.2,-18.75,10.904,-0.1,1013.5
2728,0,-18.76,10.908,0,1014
2729,0,-18.77,10.912,0,1014.5
2730,0,-18.77,10.916,0,1014.5
2731,0,-18.78,10.92,0,1015
2732,0,-18.79,10.924,0,1015.5
2733,0,-18.8,10.928,0,1016
2734,0.2,-18.8,10.932,0.1,1016
2735,0.2,-18.81,10.936,0.1,1017
2736,0.2,-18.82,10.94,0.1,1017.5
2737,0,-18.82,10.944,0,1017.5
2738,0.4,-18.83,10.948,0.2,1018
2739,0.2,-18.84,10.952,0.1,1018.5
2740,0,-18.84,10.956,0,1018.5
2741,0,-18.85,10.96,0,1019
2742,0.4,-18.86,10.964,0.2,1019.5
2743,-0.2,-18.87,10.968,-0.1,1020
2744,0,-18.87,10.972,0,1020
2745,-0.4,-18.88,10.976,-0.2,1020.5
2746,-0.2,-18.89,10.98,-0.1,1021
2747,0,-18.89,10.984,0,1021
2748,0,-18.9,10.988,0,1021.5
2749,-0.2,-18.91,10.992,-0.1,1022
2750,0,-18.91,10.996,0,1022
2751,-0.2,-18.92,11,-0.1,1022.5
2752,0,-18.93,11.004,0,1023
2753,0,-18.94,11.008,0,1024
2754,0,-18.94,11.012,0,1024
2755,0.2,-18.95,11.016,0.1,1024.5
2756,0,-18.96,11.02,0,1025
2757,0,-18.96,11.024,0,1025
2758,0,-18.97,11.028,0,1025.5
2759,0,-18.98,11.032,0,1026
2760,0,-18.99,11.036,0,1026.5
2761,0,-18.99,11.04,0,1026.5
2762,0.2,-19,11.044,0.1,1027
2763,0.2,-19.01,11.048,0.1,1027.5
2764,0,-19.01,11.052,0,1027.5
2765,0,-19.02,11.056,0,1028
2766,0,-19.03,11.06,0,1028.5
2767,0.2,-19.03,11.064,0.1,1028.5
2768,0,-19.04,11.068,0,1029
2769,0,-19.05,11.072,0,1029.5
2770,0.2,-19.06,11.076,0.1,1030.5
2771,0,-19.06,11.08,0,1030.5
2772,0.2,-19.07,11.084,0.1,1031
2773,0,-19.08,11.088,0,1031.5
2774,0,-19.08,11.092,0,1031.5
2775,0,-19.09,11.096,0,1032
2776,0.2,-19.1,11.1,0.1,1032.5
2777,0.2,-19.11,11.104,0.1,1033
2778,0,-19.11,11.108,0,1033
2779,0,-19.12,11.112,0,1033.5
2780,0,-19.13,11.116,0,1034
2781,0,-19.13,11.12,0,1034
2782,0,-19.14,11.124,0,1034.5
2783,0.4,-19.15,11.128,0.2,1035
2784,0,-19.15,11.132,0,1035
2785,0,-19.16,11.136,0,1035.5
2786,0,-19.17,11.14,0,1036
2787,0,-19.18,11.144,0,1037
2788,0.2,-19.18,11.148,0.1,1037
2789,0,-19.19,11.152,0,1037.5
2790,0,-19.2,11.156,0,1038
2791,-0.2,-19.2,11.16,-0.1,1038
2792,0,-19.21,11.164,0,1038.5
2793,0,-19.22,11.168,0,1039
2794,0,-19.21,11.172,0,1038.5
2795,0,-19.22,11.176,0,1039
2796,-0.2,-19.23,11.18,-0.1,1039.5
2797,0,-19.24,11.184,0,1040
2798,0.2,-19.24,11.188,0.1,1040
2799,0.2,-19.25,11.192,0.1,1040.5
2800,0,-19.26,11.196,0,1041
2801,-0.2,-19.26,11.2,-0.1,1041
2802,0,-19.27,11.204,0,1041.5
2803,-0.2,-19.28,11.208,-0.1,1042
2804,-0.2,-19.29,11.212,-0.1,1042.5
2805,0,-19.29,11.216,0,1042.5
2806,0.2,-19.3,11.22,0.1,1043
2807,0,-19.31,11.224,0,1044
2808,0,-19.31,11.228,0,1044
2809,0.2,-19.32,11.232,0.1,1044.5
2810,0.2,-19.33,11.236,0.1,1045
2811,0,-19.33,11.24,0,1045
2812,0.4,-19.34,11.244,0.2,1045.5
2813,0.2,-19.35,11.248,0.1,1046
2814,0.2,-19.36,11.252,0.1,1046.5
2815,0,-19.36,11.256,0,1046.5
2816,0,-19.37,11.26,0,1047
2817,0,-19.38,11.264,0,1047.5
2818,-0.2,-19.38,11.268,-0.1,1047.5
2819,-0.2,-19.39,11.272,-0.1,1048
2820,0,-19.4,11.276,0,1048.5
2821,0.6,-19.41,11.28,0.3,1049
2822,0,-19.41,11.284,0,1049
2823,0,-19.42,11.288,0,1049.5
2824,0,-19.43,11.292,0,1050.5
2825,0,-19.43,11.296,0,1050.5
2826,0,-19.44,11.3,0,1051
2827,0.2,-19.45,11.304,0.1,1051.5
2828,0,-19.45,11.308,0,1051.5
2829,0,-19.46,11.312,0,1052
2830,0,-19.47,11.316,0,1052.5
2831,0,-19.48,11.32,0,1053
2832,-0.2,-19.48,11.324,-0.1,1053
2833,0,-19.49,11.328,0,1053.5
2834,-0.2,-19.5,11.332,-0.1,1054
2835,0,-19.5,11.336,0,1054
2836,0.2,-19.51,11.34,0.1,1054.5
2837,0,-19.52,11.344,0,1055
2838,0,-19.52,11.348,0,1055
2839,0,-19.53,11.352,0,1055.5
2840,-0.2,-19.54,11.356,-0.1,1056
2841,0,-19.55,11.36,0,1057
2842,0.2,-19.55,11.364,0.1,1057
2843,0.6,-19.56,11.368,0.3,1057.5
2844,0,-19.57,11.372,0,1058
2845,0,-19.57,11.376,0,1058
2846,0,-19.58,11.38,0,1058.5
2847,0,-19.59,11.384,0,1059
2848,0,-19.6,11.388,0,1059.5
2849,-0.2,-19.6,11.392,-0.1,1059.5
2850,0,-19.61,11.396,0,1060
2851,0,-19.62,11.4,0,1060.5
2852,-0.4,-19.62,11.404,-0.2,1060.5
2853,0.2,-19.63,11.408,0.1,1061
2854,-0.2,-19.64,11.412,-0.1,1061.5
2855,0,-19.64,11.416,0,1061.5
2856,0,-19.65,11.42,0,1062
2857,0,-19.66,11.424,0,1062.5
2858,0.2,-19.67,11.428,0.1,1063
2859,0,-19.67,11.432,0,1063
2860,0,-19.68,11.436,0,1064
2861,0,-19.69,11.44,0,1064.5
2862,0.2,-19.7,11.444,0.1,1065
2863,-0.2,-19.7,11.448,-0.1,1065
2864,-0.2,-19.71,11.452,-0.1,1065.5
2865,0,-19.71,11.456,0,1065.5
2866,0,-19.72,11.46,0,1066
2867,0,-19.73,11.464,0,1066.5
2868,0,-19.74,11.468,0,1067
2869,0,-19.74,11.472,0,1067
2870,0.2,-19.75,11.476,0.1,1067.5
2871,0,-19.76,11.48,0,1068
2872,0,-19.76,11.484,0,1068
2873,0.2,-19.77,11.488,0.1,1068.5
2874,0.2,-19.78,11.492,0.1,1069
2875,0.2,-19.79,11.496,0.1,1069.5
2876,0,-19.79,11.5,0,1069.5
2877,0,-19.8,11.504,0,1070.5
2878,-0.2,-19.81,11.508,-0.1,1071
2879,-0.2,-19.81,11.512,-0.1,1071
2880,-0.2,-19.82,11.516,-0.1,1071.5
2881,-0.2,-19.83,11.52,-0.1,1072
2882,-0.2,-19.83,11.524,-0.1,1072
2883,-0.2,-19.84,11.528,-0.1,1072.5
2884,0,-19.85,11.532,0,1073
2885,-0.2,-19.86,11.536,-0.1,1073.5
2886,0,-19.86,11.54,0,1073.5
2887,0,-19.87,11.544,0,1074
2888,0,-19.88,11.548,0,1074.5
2889,0,-19.89,11.552,0,1075
2890,0,-19.89,11.556,0,1075
2891,-0.2,-19.9,11.56,-0.1,1075.5
2892,0,-19.9,11.564,0,1075.5
2893,-0.2,-19.91,11.568,-0.1,1076
2894,0,-19.92,11.572,0,1077
2895,0.4,-19.93,11.576,0.2,1077.5
2896,0,-19.93,11.58,0,1077.5
2897,0,-19.94,11.584,0,1078
2898,0.2,-19.95,11.588,0.1,1078.5
2899,0,-19.95,11.592,0,1078.5
2900,0,-19.96,11.596,0,1079
2901,-0.2,-19.97,11.6,-0.1,1079.5
2902,-0.2,-19.98,11.604,-0.1,1080
2903,0,-19.98,11.608,0,1080
2904,0,-19.99,11.612,0,1080.5
2905,0,-20,11.616,0,1081
2906,0,-20,11.62,0,1081
2907,0,-20.01,11.624,0,1081.5
2908,-0.6,-20.02,11.628,-0.3,1082
2909,-0.2,-20.02,11.632,-0.1,1082
2910,-0.2,-20.03,11.636,-0.1,1082.5
2911,0,-20.04,11.64,0,1083
2912,0.2,-20.05,11.644,0.1,1084
2913,0,-20.05,11.648,0,1084
2914,0,-20.06,11.652,0,1084.5
2915,0,-20.07,11.656,0,1085
2916,0,-20.07,11.66,0,1085
2917,0,-20.08,11.664,0,1085.5
2918,0,-20.09,11.668,0,1086
2919,0.4,-20.09,11.672,0.2,1086
2920,0.2,-20.1,11.676,0.1,1086.5
2921,0,-20.11,11.68,0,1087
2922,0,-20.12,11.684,0,1087.5
2923,0,-20.12,11.688,0,1087.5
2924,0,-20.13,11.692,0,1088
2925,-0.2,-20.14,11.696,-0.1,1088.5
2926,0,-20.15,11.7,0,1089
2927,0,-20.15,11.704,0,1089
2928,-0.2,-20.16,11.708,-0.1,1089.5
2929,0,-20.17,11.712,0,1090.5
2930,0,-20.17,11.716,0,1090.5
2931,0,-20.18,11.72,0,1091
2932,0,-20.19,11.724,0,1091.5
2933,0,-20.19,11.728,0,1091.5
2934,0,-20.2,11.732,0,1092
2935,0,-20.21,11.736,0,1092.5
2936,-0.2,-20.22,11.74,-0.1,1093
2937,0,-20.22,11.744,0,1093
2938,0,-20.23,11.748,0,1093.5
2939,0.2,-20.24,11.752,0.1,1094
2940,0,-20.24,11.756,0,1094
2941,0,-20.25,11.76,0,1094.5
2942,-0.2,-20.26,11.764,-0.1,1095
2943,0.4,-20.27,11.768,0.2,1095.5
2944,0.4,-20.27,11.772,0.2,1095.5
2945,0.2,-20.28,11.776,0.1,1096
2946,0,-20.28,11.78,0,1096
2947,-0.2,-20.29,11.784,-0.1,1097
2948,-0.2,-20.3,11.788,-0.1,1097.5
2949,0,-20.31,11.792,0,1098
2950,0,-20.31,11.796,0,1098
2951,-0.4,-20.32,11.8,-0.2,1098.5
2952,0,-20.33,11.804,0,1099
2953,0,-20.34,11.808,0,1099.5
2954,0,-20.34,11.812,0,1099.5
2955,0,-20.35,11.816,0,1100
2956,-0.2,-20.36,11.82,-0.1,1100.5
2957,-0.2,-20.36,11.824,-0.1,1100.5
2958,0,-20.37,11.828,0,1101
2959,-0.2,-20.38,11.832,-0.1,1101.5
2960,-0.2,-20.38,11.836,-0.1,1101.5
2961,0,-20.39,11.84,0,1102
2962,0,-20.4,11.844,0,1102.5
2963,0.2,-20.4,11.848,0.1,1102.5
2964,0,-20.41,11.852,0,1103
2965,0,-20.42,11.856,0,1104
2966,0,-20.43,11.86,0,1104.5
2967,-0.2,-20.43,11.864,-0.1,1104.5
2968,0,-20.44,11.868,0,1105
2969,0.2,-20.45,11.872,0.1,1105.5
2970,0,-20.45,11.876,0,1105.5
2971,0,-20.46,11.88,0,1106
2972,0,-20.47,11.884,0,1106.5
2973,0,-20.47,11.888,0,1106.5
2974,0,-20.48,11.892,0,1107
2975,0.2,-20.49,11.896,0.1,1107.5
2976,0.4,-20.5,11.9,0.2,1108
2977,0,-20.5,11.904,0,1108
2978,0,-20.51,11.908,0,1108.5
2979,0,-20.52,11.912,0,1109
2980,0,-20.52,11.916,0,1109
2981,0,-20.53,11.92,0,1109.5
2982,-0.4,-20.54,11.924,-0.2,1110.5
2983,0,-20.54,11.928,0,1110.5
2984,-0.2,-20.55,11.932,-0.1,1111
2985,0,-20.56,11.936,0,1111.5
2986,0.2,-20.57,11.94,0.1,1112
2987,-0.2,-20.57,11.944,-0.1,1112
2988,-0.4,-20.58,11.948,-0.2,1112.5
2989,-0.2,-20.59,11.952,-0.1,1113
2990,0,-20.59,11.956,0,1113
2991,0.2,-20.6,11.96,0.1,1113.5
2992,0,-20.61,11.964,0,1114
2993,0,-20.61,11.968,0,1114
2994,0,-20.62,11.972,0,1114.5
2995,0,-20.63,11.976,0,1115
2996,0,-20.64,11.98,0,1115.5
2997,0,-20.64,11.984,0,1115.5
2998,0,-20.65,11.988,0,1116
2999,0,-20.66,11.992,0,1117
3000,0,-20.66,11.996,0,1117
3001,0.2,-20.67,12,0.1,1117.5
3002,0,-20.68,12.004,0,1118
3003,0,-20.69,12.008,0,1118.5
3004,0.2,-20.69,12.012,0.1,1118.5
3005,0,-20.7,12.016,0,1119
3006,0,-20.71,12.02,0,1119.5
3007,-0.2,-20.71,12.024,-0.1,1119.5
3008,-0.2,-20.72,12.028,-0.1,1120
3009,-0.4,-20.73,12.032,-0.2,1120.5
3010,0,-20.73,12.036,0,1120.5
3011,0.2,-20.74,12.04,0.1,1121
3012,0,-20.75,12.044,0,1121.5
3013,0,-20.76,12.048,0,1122
3014,0.2,-20.76,12.052,0.1,1122
3015,0.2,-20.77,12.056,0.1,1122.5
3016,0.2,-20.78,12.06,0.1,1123
3017,0.2,-20.78,12.064,0.1,1123
3018,0.8,-20.79,12.068,0.4,1124
3019,0.6,-20.8,12.072,0.3,1124.5
3020,1,-20.8,12.076,0.5,1124.5
3021,1.6,-20.81,12.08,0.8,1125
3022,2.2,-20.82,12.084,1.1,1125.5
3023,2.6,-20.83,12.088,1.3,1126
3024,3.4,-20.83,12.092,1.7,1126
3025,4,-20.84,12.096,2,1126.5
3026,5.4,-20.84,12.1,2.8,1126.5
3027,6,-20.85,12.104,3.1,1127
3028,7.2,-20.86,12.108,3.7,1127.5
3029,8.4,-20.86,12.112,4.3,1127.5
3030,9.4,-20.87,12.116,4.8,1128
3031,10.8,-20.87,12.12,5.5,1128
3032,11.8,-20.88,12.124,6,1128.5
3033,13.6,-20.89,12.128,6.9,1129
3034,15.2,-20.89,12.132,7.8,1129
3035,17.2,-20.9,12.136,8.8,1129.5
3036,19.4,-20.9,12.14,9.9,1129.5
3037,21.4,-20.91,12.144,10.9,1130.5
3038,23.6,-20.91,12.148,12,1130.5
3039,25.8,-20.92,12.152,13.2,1131
3040,27.6,-20.92,12.156,14.1,1131
3041,29.4,-20.93,12.16,15,1131.5
3042,31.4,-20.93,12.164,16,1131.5
3043,33.2,-20.94,12.168,16.9,1132
3044,34.6,-20.94,12.172,17.6,1132
3045,35.4,-20.95,12.176,18.1,1132.5
3046,35.8,-20.96,12.18,18.3,1133
3047,36.6,-20.96,12.184,18.7,1133
3048,36.6,-20.97,12.188,18.7,1133.5
3049,36.4,-20.98,12.192,18.6,1134
3050,36.4,-20.98,12.196,18.6,1134
3051,28.6,-21,12.2,14.6,1135
3052,24,-21.01,12.204,12.2,1135.5
3053,23.4,-21.02,12.208,11.9,1136
3054,23.6,-21.02,12.212,12,1136
3055,24.4,-21.03,12.216,12.4,1137
3056,25.2,-21.04,12.22,12.9,1137.5
3057,26.2,-21.04,12.224,13.4,1137.5
3058,27.8,-21.05,12.228,14.2,1138
3059,30,-21.05,12.232,15.3,1138
3060,32.2,-21.06,12.236,16.4,1138.5
3061,34.4,-21.06,12.24,17.5,1138.5
3062,35.6,-21.07,12.244,18.2,1139
3063,33.4,-21.08,12.248,17,1139.5
3064,30.6,-21.09,12.252,15.6,1140
3065,29.4,-21.1,12.256,15,1140.5
3066,30.2,-21.1,12.26,15.4,1140.5
3067,31.2,-21.11,12.264,15.9,1141
3068,32.4,-21.11,12.268,16.5,1141
3069,32.8,-21.12,12.272,16.7,1141.5
3070,33.6,-21.13,12.276,17.1,1142
3071,34.2,-21.13,12.28,17.4,1142
3072,34.8,-21.14,12.284,17.7,1142.5
3073,35.4,-21.15,12.288,18.1,1143
3074,35.6,-21.15,12.292,18.2,1143
3075,36.2,-21.16,12.296,18.5,1144
3076,37,-21.16,12.3,18.9,1144
3077,36.8,-21.17,12.304,18.8,1144.5
3078,36.8,-21.18,12.308,18.8,1145
3079,36.6,-21.19,12.312,18.7,1145.5
3080,36.2,-21.19,12.316,18.5,1145.5
3081,26.2,-21.21,12.32,13.4,1146.5
3082,19.8,-21.22,12.324,10.1,1147
3083,18.4,-21.23,12.328,9.4,1147.5
3084,18.2,-21.24,12.332,9.3,1148
3085,18.4,-21.24,12.336,9.4,1148
3086,18.6,-21.25,12.34,9.5,1148.5
3087,18.8,-21.26,12.344,9.6,1149
3088,18.8,-21.27,12.348,9.6,1149.5
3089,19,-21.27,12.352,9.7,1149.5
3090,18.8,-21.28,12.356,9.6,1150.5
3091,19,-21.28,12.36,9.7,1150.5
3092,19,-21.29,12.364,9.7,1151
3093,19.8,-21.3,12.368,10.1,1151.5
3094,19.8,-21.31,12.372,10.1,1152
3095,20,-21.31,12.376,10.2,1152
3096,20.4,-21.32,12.38,10.4,1152.5
3097,21,-21.33,12.384,10.7,1153
3098,21.6,-21.33,12.388,11,1153
3099,22.4,-21.34,12.392,11.4,1153.5
3100,23,-21.35,12.396,11.7,1154
3101,22.4,-21.35,12.4,11.4,1154
3102,23.2,-21.36,12.404,11.8,1154.5
3103,24,-21.36,12.408,12.2,1154.5
3104,24.6,-21.37,12.412,12.5,1155
3105,25.4,-21.38,12.416,13,1155.5
3106,26.8,-21.38,12.42,13.7,1155.5
3107,28,-21.39,12.424,14.3,1156
3108,29.4,-21.39,12.428,15,1156
3109,30.4,-21.4,12.432,15.5,1157
3110,31.4,-21.41,12.436,16,1157.5
3111,31.4,-21.41,12.44,16,1157.5
3112,31.8,-21.42,12.444,16.2,1158
3113,30.6,-21.43,12.448,15.6,1158.5
3114,29.8,-21.44,12.452,15.2,1159
3115,28.6,-21.44,12.456,14.6,1159
3116,28,-21.45,12.46,14.3,1159.5
3117,27.6,-21.46,12.464,14.1,1160
3118,27.8,-21.46,12.468,14.2,1160
3119,28.4,-21.47,12.472,14.5,1160.5
3120,28.6,-21.48,12.476,14.6,1161
3121,28.8,-21.49,12.48,14.7,1161.5
3122,29.2,-21.49,12.484,14.9,1161.5
3123,29.2,-21.5,12.488,14.9,1162
3124,29.8,-21.51,12.492,15.2,1162.5
3125,30.4,-21.51,12.496,15.5,1162.5
3126,30.8,-21.52,12.5,15.7,1163
3127,30.6,-21.53,12.504,15.6,1164
3128,29.8,-21.53,12.508,15.2,1164
3129,28.6,-21.54,12.512,14.6,1164.5
3130,28,-21.55,12.516,14.3,1165
3131,27.8,-21.55,12.52,14.2,1165
3132,28,-21.56,12.524,14.3,1165.5
3133,27.4,-21.57,12.528,14,1166
3134,27.4,-21.58,12.532,14,1166.5
3135,27.4,-21.58,12.536,14,1166.5
3136,27.2,-21.59,12.54,13.9,1167
3137,25.8,-21.59,12.544,13.2,1167
3138,24.8,-21.59,12.548,12.6,1167
3139,24,-21.59,12.552,12.2,1167
3140,23.6,-21.59,12.556,12,1167
3141,23.2,-21.59,12.56,11.8,1167
3142,22.6,-21.59,12.564,11.5,1167
3143,22.4,-21.59,12.568,11.4,1167
3144,22.2,-21.59,12.572,11.3,1167
3145,21.8,-21.59,12.576,11.1,1167
3146,21.4,-21.59,12.58,10.9,1167
3147,21.4,-21.59,12.584,10.9,1167
3148,21.4,-21.59,12.588,10.9,1167
3149,21,-21.59,12.592,10.7,1167
3150,21,-21.59,12.596,10.7,1167
3151,20.8,-21.59,12.6,10.6,1167
3152,20.8,-21.59,12.604,10.6,1167
3153,20.6,-21.59,12.608,10.5,1167
3154,20.6,-21.59,12.612,10.5,1167
3155,20.4,-21.59,12.616,10.4,1167
3156,20.4,-21.59,12.62,10.4,1167
3157,20.4,-21.59,12.624,10.4,1167
3158,20.2,-21.59,12.628,10.3,1167
3159,20,-21.59,12.632,10.2,1167
3160,20,-21.59,12.636,10.2,1167
3161,20.2,-21.59,12.64,10.3,1167
3162,20,-21.59,12.644,10.2,1167
3163,20,-21.59,12.648,10.2,1167
3164,19.6,-21.59,12.652,10,1167
3165,19.8,-21.59,12.656,10.1,1167
3166,19.8,-21.59,12.66,10.1,1167
3167,19.6,-21.59,12.664,10,1167
3168,19.6,-21.59,12.668,10,1167
3169,19.8,-21.59,12.672,10.1,1167
3170,19.4,-21.59,12.676,9.9,1167
3171,19.6,-21.59,12.68,10,1167
3172,19.6,-21.59,12.684,10,1167
3173,19.2,-21.59,12.688,9.8,1167
3174,19.2,-21.59,12.692,9.8,1167
